ActualKey,Date,DepartmentKey,CostCenterKey,AccountKey,ScenarioKey,Amount,FTE,CommentCode
445,2024-01-01,7,13,13,1,52722.68,3.25,BASE
446,2024-01-01,7,13,14,1,56848.43,3.80,SEASONAL
447,2024-01-01,7,13,15,1,58399.18,3.30,PROJECT
448,2024-01-01,7,13,16,1,61924.94,2.60,SEASONAL
449,2024-01-01,7,13,17,1,64975.69,2.25,SEASONAL
450,2024-01-01,7,13,18,1,67351.44,1.80,PROJECT
451,2024-01-01,7,13,19,1,51707.89,2.90,TREND
452,2024-01-01,7,13,20,1,53670.96,3.50,TREND
453,2024-01-01,7,13,21,1,55284.02,2.90,BASE
454,2024-01-01,7,13,22,1,57747.09,3.05,BASE
455,2024-01-01,7,13,23,1,60210.15,2.05,PROJECT
456,2024-01-01,7,13,24,1,61698.21,4.00,BASE
457,2024-01-01,7,13,25,1,64686.28,1.95,SEASONAL
458,2024-01-01,7,13,26,1,66849.34,3.75,PROJECT
459,2024-01-01,7,13,27,1,67787.41,3.75,BASE
460,2024-01-01,7,13,28,1,52700.35,2.75,BASE
461,2024-01-01,7,13,29,1,53566.40,1.75,TREND
462,2024-01-01,7,13,30,1,56257.45,1.80,BASE
463,2024-01-01,7,13,31,1,57498.50,1.90,BASE
464,2024-01-01,7,13,32,1,58039.54,2.90,TREND
465,2024-01-01,7,13,33,1,59380.59,3.10,TREND
466,2024-01-01,7,13,34,1,61696.64,3.90,PROJECT
467,2024-01-01,7,13,35,1,62437.69,3.05,PROJECT
468,2024-01-01,7,13,36,1,64228.74,2.20,TREND
469,2024-01-01,7,14,1,1,38398.25,2.25,SEASONAL
470,2024-01-01,7,14,2,1,42787.06,2.40,TREND
471,2024-01-01,7,14,3,1,48075.88,3.45,BASE
472,2024-01-01,7,14,4,1,52314.70,2.05,BASE
473,2024-01-01,7,14,5,1,57153.51,3.40,SEASONAL
474,2024-01-01,7,14,6,1,61742.33,3.75,SEASONAL
475,2024-01-01,7,14,7,1,65806.14,2.00,BASE
476,2024-01-01,7,14,8,1,70919.96,2.55,TREND
477,2024-01-01,7,14,9,1,74558.78,3.40,PROJECT
478,2024-01-01,7,14,10,1,45680.77,3.20,BASE
479,2024-01-01,7,14,11,1,48656.52,3.35,SEASONAL
480,2024-01-01,7,14,12,1,50382.27,2.70,BASE
481,2024-01-01,7,14,13,1,53108.02,3.95,SEASONAL
482,2024-01-01,7,14,14,1,55733.78,2.65,BASE
483,2024-01-01,7,14,15,1,58284.53,1.80,SEASONAL
484,2024-01-01,7,14,16,1,62010.28,3.50,TREND
485,2024-01-01,7,14,17,1,64636.03,2.35,BASE
486,2024-01-01,7,14,18,1,67236.78,2.95,BASE
487,2024-01-01,7,14,19,1,52284.40,2.05,BASE
488,2024-01-01,7,14,20,1,54772.47,2.45,BASE
489,2024-01-01,7,14,21,1,56785.53,2.70,SEASONAL
490,2024-01-01,7,14,22,1,58648.59,2.90,BASE
491,2024-01-01,7,14,23,1,60036.66,2.15,TREND
492,2024-01-01,7,14,24,1,61549.72,1.85,TREND
493,2024-01-01,7,14,25,1,63862.79,3.60,SEASONAL
494,2024-01-01,7,14,26,1,65300.85,1.85,SEASONAL
495,2024-01-01,7,14,27,1,67488.91,2.80,PROJECT
496,2024-01-01,7,14,28,1,51920.23,3.30,TREND
497,2024-01-01,7,14,29,1,54536.28,4.10,SEASONAL
498,2024-01-01,7,14,30,1,55402.33,1.95,BASE
499,2024-01-01,7,14,31,1,56393.38,3.10,SEASONAL
500,2024-01-01,7,14,32,1,58959.42,2.65,BASE
501,2024-01-01,7,14,33,1,59425.47,4.15,PROJECT
502,2024-01-01,7,14,34,1,60791.52,3.95,PROJECT
503,2024-01-01,7,14,35,1,63757.57,2.05,BASE
504,2024-01-01,7,14,36,1,63948.62,3.00,BASE
505,2024-01-01,8,15,1,1,37835.10,2.15,BASE
506,2024-01-01,8,15,2,1,43073.92,2.85,BASE
507,2024-01-01,8,15,3,1,48112.73,1.50,BASE
508,2024-01-01,8,15,4,1,52451.55,1.90,BASE
509,2024-01-01,8,15,5,1,57115.36,0.75,TREND
510,2024-01-01,8,15,6,1,61954.18,0.90,SEASONAL
511,2024-01-01,8,15,7,1,65943.00,2.40,TREND
512,2024-01-01,8,15,8,1,69956.81,0.55,BASE
513,2024-01-01,8,15,9,1,75520.63,1.30,BASE
514,2024-01-01,8,15,10,1,46191.11,1.25,BASE
515,2024-01-01,8,15,11,1,48641.86,0.95,PROJECT
516,2024-01-01,8,15,12,1,51042.61,2.45,BASE
517,2024-01-01,8,15,13,1,54318.37,0.90,SEASONAL
518,2024-01-01,8,15,14,1,56544.12,0.65,BASE
519,2024-01-01,8,15,15,1,59369.87,2.65,BASE
520,2024-01-01,8,15,16,1,61220.62,2.80,PROJECT
521,2024-01-01,8,15,17,1,63471.37,2.40,BASE
522,2024-01-01,8,15,18,1,67197.13,1.75,PROJECT
523,2024-01-01,8,15,19,1,52910.91,2.35,BASE
524,2024-01-01,8,15,20,1,54098.97,2.50,BASE
525,2024-01-01,8,15,21,1,56737.04,1.15,BASE
526,2024-01-01,8,15,22,1,57525.10,2.75,PROJECT
527,2024-01-01,8,15,23,1,60463.16,2.25,PROJECT
528,2024-01-01,8,15,24,1,61751.23,2.45,BASE
529,2024-01-01,8,15,25,1,63964.29,1.75,BASE
530,2024-01-01,8,15,26,1,65852.36,1.70,PROJECT
531,2024-01-01,8,15,27,1,67665.42,1.45,TREND
532,2024-01-01,8,15,28,1,52440.11,1.10,TREND
533,2024-01-01,8,15,29,1,53406.16,1.05,TREND
534,2024-01-01,8,15,30,1,55122.21,0.95,BASE
535,2024-01-01,8,15,31,1,56288.26,0.55,SEASONAL
536,2024-01-01,8,15,32,1,57679.31,1.95,PROJECT
537,2024-01-01,8,15,33,1,59645.35,2.60,PROJECT
538,2024-01-01,8,15,34,1,62136.40,2.85,PROJECT
539,2024-01-01,8,15,35,1,63177.45,0.60,SEASONAL
540,2024-01-01,8,15,36,1,64068.50,2.85,BASE
541,2024-01-01,8,16,1,1,37796.95,2.30,PROJECT
542,2024-01-01,8,16,2,1,42110.77,1.25,TREND
543,2024-01-01,8,16,3,1,46699.58,2.60,PROJECT
544,2024-01-01,8,16,4,1,51938.40,0.95,BASE
545,2024-01-01,8,16,5,1,56702.21,1.25,BASE
546,2024-01-01,8,16,6,1,61016.03,1.90,BASE
547,2024-01-01,8,16,7,1,66129.85,2.30,SEASONAL
548,2024-01-01,8,16,8,1,70568.66,2.15,PROJECT
549,2024-01-01,8,16,9,1,75657.48,2.35,BASE
550,2024-01-01,8,16,10,1,45901.45,1.40,TREND
551,2024-01-01,8,16,11,1,48202.21,1.05,SEASONAL
552,2024-01-01,8,16,12,1,50277.96,0.90,BASE
553,2024-01-01,8,16,13,1,53953.71,0.65,PROJECT
554,2024-01-01,8,16,14,1,56129.46,1.00,BASE
555,2024-01-01,8,16,15,1,58155.21,2.00,BASE
556,2024-01-01,8,16,16,1,61255.97,0.55,PROJECT
557,2024-01-01,8,16,17,1,63431.72,1.75,PROJECT
558,2024-01-01,8,16,18,1,67182.47,2.95,TREND
559,2024-01-01,8,16,19,1,51562.42,2.65,BASE
560,2024-01-01,8,16,20,1,54975.48,2.25,PROJECT
561,2024-01-01,8,16,21,1,56163.54,1.70,SEASONAL
562,2024-01-01,8,16,22,1,58201.61,1.75,TREND
563,2024-01-01,8,16,23,1,60364.67,1.85,BASE
564,2024-01-01,8,16,24,1,61352.74,1.20,BASE
565,2024-01-01,8,16,25,1,63465.80,1.00,TREND
566,2024-01-01,8,16,26,1,65928.86,0.95,BASE
567,2024-01-01,8,16,27,1,67616.93,1.30,SEASONAL
568,2024-01-01,8,16,28,1,52659.99,2.70,TREND
569,2024-01-01,8,16,29,1,54801.04,2.35,TREND
570,2024-01-01,8,16,30,1,54717.09,1.00,SEASONAL
571,2024-01-01,8,16,31,1,56783.14,1.15,SEASONAL
572,2024-01-01,8,16,32,1,59074.19,2.85,TREND
573,2024-01-01,8,16,33,1,59890.23,2.35,SEASONAL
574,2024-01-01,8,16,34,1,60906.28,1.80,SEASONAL
575,2024-01-01,8,16,35,1,63622.33,2.00,PROJECT
576,2024-01-01,8,16,36,1,64138.38,1.10,BASE
577,2024-01-01,9,17,1,1,28337.92,3.30,SEASONAL
578,2024-01-01,9,17,2,1,32472.38,2.65,SEASONAL
579,2024-01-01,9,17,3,1,36056.83,1.65,BASE
580,2024-01-01,9,17,4,1,38291.29,1.40,SEASONAL
581,2024-01-01,9,17,5,1,42600.74,1.05,BASE
582,2024-01-01,9,17,6,1,46235.20,2.30,TREND
583,2024-01-01,9,17,7,1,49919.66,2.25,SEASONAL
584,2024-01-01,9,17,8,1,53654.11,2.90,PROJECT
585,2024-01-01,9,17,9,1,56538.57,1.05,BASE
586,2024-01-01,9,17,10,1,34927.44,2.65,TREND
587,2024-01-01,9,17,11,1,36604.27,2.35,SEASONAL
588,2024-01-01,9,17,12,1,37956.11,1.20,PROJECT
589,2024-01-01,9,17,13,1,40007.94,1.70,BASE
590,2024-01-01,9,17,14,1,42484.77,2.80,PROJECT
591,2024-01-01,9,17,15,1,44036.60,2.90,PROJECT
592,2024-01-01,9,17,16,1,45888.43,1.65,BASE
593,2024-01-01,9,17,17,1,48540.27,3.10,TREND
594,2024-01-01,9,17,18,1,49517.10,1.80,SEASONAL
595,2024-01-01,9,17,19,1,38639.20,1.05,PROJECT
596,2024-01-01,9,17,20,1,39721.82,0.95,PROJECT
597,2024-01-01,9,17,21,1,42479.45,2.00,PROJECT
598,2024-01-01,9,17,22,1,42562.07,2.75,TREND
599,2024-01-01,9,17,23,1,44294.69,3.05,PROJECT
600,2024-01-01,9,17,24,1,45502.32,1.60,SEASONAL
601,2024-01-01,9,17,25,1,47034.94,1.30,BASE
602,2024-01-01,9,17,26,1,49492.57,1.45,BASE
603,2024-01-01,9,17,27,1,50250.19,3.10,TREND
604,2024-01-01,9,17,28,1,39337.11,2.45,TREND
605,2024-01-01,9,17,29,1,39549.08,1.40,PROJECT
606,2024-01-01,9,17,30,1,41861.05,1.65,SEASONAL
607,2024-01-01,9,17,31,1,42223.01,1.00,PROJECT
608,2024-01-01,9,17,32,1,43059.98,2.35,BASE
609,2024-01-01,9,17,33,1,44496.95,2.10,TREND
610,2024-01-01,9,17,34,1,45908.92,1.35,BASE
611,2024-01-01,9,17,35,1,46195.89,1.20,SEASONAL
612,2024-01-01,9,17,36,1,48432.85,1.60,TREND
613,2024-01-01,9,18,1,1,27984.05,1.25,TREND
614,2024-01-01,9,18,2,1,32868.50,3.20,PROJECT
615,2024-01-01,9,18,3,1,35777.96,1.65,SEASONAL
616,2024-01-01,9,18,4,1,38337.41,2.15,SEASONAL
617,2024-01-01,9,18,5,1,42271.87,1.10,TREND
618,2024-01-01,9,18,6,1,46631.33,3.15,TREND
619,2024-01-01,9,18,7,1,49965.78,1.60,TREND
620,2024-01-01,9,18,8,1,52925.24,1.90,TREND
621,2024-01-01,9,18,9,1,55859.69,2.85,SEASONAL
622,2024-01-01,9,18,10,1,33853.80,2.00,PROJECT
623,2024-01-01,9,18,11,1,36780.63,1.20,PROJECT
624,2024-01-01,9,18,12,1,38307.46,3.25,BASE
625,2024-01-01,9,18,13,1,39684.30,3.20,TREND
626,2024-01-01,9,18,14,1,41936.13,2.90,SEASONAL
627,2024-01-01,9,18,15,1,44637.96,2.40,BASE
628,2024-01-01,9,18,16,1,45589.79,2.90,BASE
629,2024-01-01,9,18,17,1,47341.62,2.50,TREND
630,2024-01-01,9,18,18,1,49543.46,3.00,BASE
631,2024-01-01,9,18,19,1,38608.97,3.30,BASE
632,2024-01-01,9,18,20,1,40616.59,1.80,TREND
633,2024-01-01,9,18,21,1,41899.21,2.45,SEASONAL
634,2024-01-01,9,18,22,1,43556.84,2.55,PROJECT
635,2024-01-01,9,18,23,1,45639.46,2.60,BASE
636,2024-01-01,9,18,24,1,46697.09,2.80,PROJECT
637,2024-01-01,9,18,25,1,48629.71,1.75,PROJECT
638,2024-01-01,9,18,26,1,48637.33,1.40,TREND
639,2024-01-01,9,18,27,1,51494.96,2.95,TREND
640,2024-01-01,9,18,28,1,40001.94,3.00,BASE
641,2024-01-01,9,18,29,1,39838.90,3.10,PROJECT
642,2024-01-01,9,18,30,1,40800.87,1.00,TREND
643,2024-01-01,9,18,31,1,42612.84,1.40,SEASONAL
644,2024-01-01,9,18,32,1,43949.81,3.35,PROJECT
645,2024-01-01,9,18,33,1,44061.78,1.45,PROJECT
646,2024-01-01,9,18,34,1,45848.74,1.55,PROJECT
647,2024-01-01,9,18,35,1,46335.71,2.25,SEASONAL
648,2024-01-01,9,18,36,1,48497.68,2.80,BASE
649,2024-01-01,10,19,1,1,27905.17,1.55,PROJECT
650,2024-01-01,10,19,2,1,31339.63,2.60,PROJECT
651,2024-01-01,10,19,3,1,36224.08,2.10,SEASONAL
652,2024-01-01,10,19,4,1,39258.54,1.60,BASE
653,2024-01-01,10,19,5,1,41793.00,2.70,PROJECT
654,2024-01-01,10,19,6,1,45877.45,3.10,BASE
655,2024-01-01,10,19,7,1,50161.91,2.15,BASE
656,2024-01-01,10,19,8,1,53471.36,3.10,TREND
657,2024-01-01,10,19,9,1,56730.82,1.85,BASE
658,2024-01-01,10,19,10,1,34080.16,2.40,TREND
659,2024-01-01,10,19,11,1,36106.99,1.70,SEASONAL
660,2024-01-01,10,19,12,1,37608.82,1.55,BASE
661,2024-01-01,10,19,13,1,40310.65,1.35,TREND
662,2024-01-01,10,19,14,1,41787.49,2.05,BASE
663,2024-01-01,10,19,15,1,44464.32,1.65,TREND
664,2024-01-01,10,19,16,1,45391.15,2.25,BASE
665,2024-01-01,10,19,17,1,48742.98,2.90,TREND
666,2024-01-01,10,19,18,1,50569.81,1.40,PROJECT
667,2024-01-01,10,19,19,1,38528.73,3.60,BASE
668,2024-01-01,10,19,20,1,39761.36,2.60,TREND
669,2024-01-01,10,19,21,1,41743.98,1.95,BASE
670,2024-01-01,10,19,22,1,43651.61,1.90,PROJECT
671,2024-01-01,10,19,23,1,45734.23,1.65,TREND
672,2024-01-01,10,19,24,1,46491.85,2.50,BASE
673,2024-01-01,10,19,25,1,47499.48,2.15,TREND
674,2024-01-01,10,19,26,1,50182.10,1.65,SEASONAL
675,2024-01-01,10,19,27,1,51614.73,1.80,SEASONAL
676,2024-01-01,10,19,28,1,38716.76,2.85,TREND
677,2024-01-01,10,19,29,1,40928.73,1.70,BASE
678,2024-01-01,10,19,30,1,41690.70,2.95,BASE
679,2024-01-01,10,19,31,1,41827.67,1.50,SEASONAL
680,2024-01-01,10,19,32,1,44014.63,2.05,BASE
681,2024-01-01,10,19,33,1,45626.60,1.50,TREND
682,2024-01-01,10,19,34,1,46213.57,1.75,SEASONAL
683,2024-01-01,10,19,35,1,47075.54,3.45,BASE
684,2024-01-01,10,19,36,1,48487.51,2.15,BASE
685,2024-01-01,10,20,1,1,29226.30,1.85,BASE
686,2024-01-01,10,20,2,1,33010.75,3.50,TREND
687,2024-01-01,10,20,3,1,36470.21,1.65,BASE
688,2024-01-01,10,20,4,1,38254.67,1.75,SEASONAL
689,2024-01-01,10,20,5,1,41939.12,2.10,SEASONAL
690,2024-01-01,10,20,6,1,46148.58,2.20,BASE
691,2024-01-01,10,20,7,1,49183.03,1.35,SEASONAL
692,2024-01-01,10,20,8,1,52592.49,3.10,PROJECT
693,2024-01-01,10,20,9,1,56876.95,3.45,BASE
694,2024-01-01,10,20,10,1,35031.52,2.55,PROJECT
695,2024-01-01,10,20,11,1,36458.35,3.10,TREND
696,2024-01-01,10,20,12,1,38235.18,3.70,BASE
697,2024-01-01,10,20,13,1,40937.01,2.25,SEASONAL
698,2024-01-01,10,20,14,1,41913.84,2.85,SEASONAL
699,2024-01-01,10,20,15,1,44315.68,2.70,TREND
700,2024-01-01,10,20,16,1,46417.51,2.05,TREND
701,2024-01-01,10,20,17,1,48644.34,2.10,BASE
702,2024-01-01,10,20,18,1,50321.17,1.35,PROJECT
703,2024-01-01,10,20,19,1,38873.50,2.30,PROJECT
704,2024-01-01,10,20,20,1,39631.13,2.05,SEASONAL
705,2024-01-01,10,20,21,1,42613.75,1.95,SEASONAL
706,2024-01-01,10,20,22,1,44071.37,3.65,PROJECT
707,2024-01-01,10,20,23,1,45304.00,2.00,BASE
708,2024-01-01,10,20,24,1,47211.62,2.10,PROJECT
709,2024-01-01,10,20,25,1,47794.25,3.00,SEASONAL
710,2024-01-01,10,20,26,1,49676.87,1.80,SEASONAL
711,2024-01-01,10,20,27,1,50759.49,3.15,BASE
712,2024-01-01,10,20,28,1,39931.59,2.15,PROJECT
713,2024-01-01,10,20,29,1,40368.56,2.75,BASE
714,2024-01-01,10,20,30,1,41155.52,2.60,PROJECT
715,2024-01-01,10,20,31,1,42292.49,2.55,TREND
716,2024-01-01,10,20,32,1,43429.46,3.40,TREND
717,2024-01-01,10,20,33,1,45291.43,1.70,SEASONAL
718,2024-01-01,10,20,34,1,45178.40,2.70,TREND
719,2024-01-01,10,20,35,1,47665.36,3.45,PROJECT
720,2024-01-01,10,20,36,1,47727.33,1.50,TREND
721,2024-02-01,1,1,1,1,44617.52,2.65,SEASONAL
722,2024-02-01,1,1,2,1,49128.76,2.85,SEASONAL
723,2024-02-01,1,1,3,1,54865.00,1.80,SEASONAL
724,2024-02-01,1,1,4,1,60676.24,1.40,TREND
725,2024-02-01,1,1,5,1,67137.48,3.15,SEASONAL
726,2024-02-01,1,1,6,1,71073.72,1.65,TREND
727,2024-02-01,1,1,7,1,76834.96,2.95,PROJECT
728,2024-02-01,1,1,8,1,82146.20,3.10,BASE
729,2024-02-01,1,1,9,1,87682.44,3.05,SEASONAL
730,2024-02-01,1,1,10,1,53371.39,1.50,TREND
731,2024-02-01,1,1,11,1,57345.67,1.90,BASE
732,2024-02-01,1,1,12,1,59544.95,3.30,TREND
733,2024-02-01,1,1,13,1,62919.23,3.00,BASE
734,2024-02-01,1,1,14,1,66843.51,2.35,BASE
735,2024-02-01,1,1,15,1,69242.79,2.50,TREND
736,2024-02-01,1,1,16,1,72742.07,2.70,TREND
737,2024-02-01,1,1,17,1,76266.35,1.20,BASE
738,2024-02-01,1,1,18,1,78990.63,2.70,TREND
739,2024-02-01,1,1,19,1,60929.93,2.20,SEASONAL
740,2024-02-01,1,1,20,1,64216.89,1.10,PROJECT
741,2024-02-01,1,1,21,1,66228.85,2.90,PROJECT
742,2024-02-01,1,1,22,1,67765.81,2.35,TREND
743,2024-02-01,1,1,23,1,71477.77,2.55,BASE
744,2024-02-01,1,1,24,1,73289.73,1.60,BASE
745,2024-02-01,1,1,25,1,76526.69,1.30,SEASONAL
746,2024-02-01,1,1,26,1,78588.65,1.20,SEASONAL
747,2024-02-01,1,1,27,1,79750.61,1.30,BASE
748,2024-02-01,1,1,28,1,61615.68,1.65,SEASONAL
749,2024-02-01,1,1,29,1,64012.15,1.40,PROJECT
750,2024-02-01,1,1,30,1,65008.62,1.10,SEASONAL
751,2024-02-01,1,1,31,1,67405.09,1.45,BASE
752,2024-02-01,1,1,32,1,69476.56,1.55,PROJECT
753,2024-02-01,1,1,33,1,70473.03,1.20,BASE
754,2024-02-01,1,1,34,1,73569.50,2.85,BASE
755,2024-02-01,1,1,35,1,74365.97,2.35,SEASONAL
756,2024-02-01,1,1,36,1,76287.44,1.25,TREND
757,2024-02-01,1,2,1,1,43966.01,3.30,TREND
758,2024-02-01,1,2,2,1,50077.25,1.20,TREND
759,2024-02-01,1,2,3,1,54838.49,3.10,BASE
760,2024-02-01,1,2,4,1,60374.73,2.85,PROJECT
761,2024-02-01,1,2,5,1,65960.97,2.55,PROJECT
762,2024-02-01,1,2,6,1,71422.21,2.15,SEASONAL
763,2024-02-01,1,2,7,1,78208.45,3.15,SEASONAL
764,2024-02-01,1,2,8,1,82469.69,1.70,BASE
765,2024-02-01,1,2,9,1,89030.93,1.05,BASE
766,2024-02-01,1,2,10,1,52963.38,2.55,PROJECT
767,2024-02-01,1,2,11,1,57737.66,1.85,BASE
768,2024-02-01,1,2,12,1,59586.94,2.40,BASE
769,2024-02-01,1,2,13,1,62761.22,2.60,BASE
770,2024-02-01,1,2,14,1,66010.50,3.30,PROJECT
771,2024-02-01,1,2,15,1,69009.78,3.00,PROJECT
772,2024-02-01,1,2,16,1,73034.06,3.15,PROJECT
773,2024-02-01,1,2,17,1,75358.34,2.80,BASE
774,2024-02-01,1,2,18,1,79757.62,1.25,BASE
775,2024-02-01,1,2,19,1,62086.43,2.30,SEASONAL
776,2024-02-01,1,2,20,1,64173.39,1.95,BASE
777,2024-02-01,1,2,21,1,66835.35,3.05,SEASONAL
778,2024-02-01,1,2,22,1,69297.31,1.40,TREND
779,2024-02-01,1,2,23,1,71034.27,3.10,BASE
780,2024-02-01,1,2,24,1,72996.23,1.80,TREND
781,2024-02-01,1,2,25,1,76108.19,0.95,PROJECT
782,2024-02-01,1,2,26,1,77845.15,1.45,BASE
783,2024-02-01,1,2,27,1,80182.11,1.75,SEASONAL
784,2024-02-01,1,2,28,1,61514.30,2.90,BASE
785,2024-02-01,1,2,29,1,63385.77,3.25,PROJECT
786,2024-02-01,1,2,30,1,64982.24,2.35,BASE
787,2024-02-01,1,2,31,1,67678.71,1.10,PROJECT
788,2024-02-01,1,2,32,1,69650.18,2.50,PROJECT
789,2024-02-01,1,2,33,1,71571.65,1.40,BASE
790,2024-02-01,1,2,34,1,73468.12,2.65,TREND
791,2024-02-01,1,2,35,1,74814.59,2.25,PROJECT
792,2024-02-01,1,2,36,1,76836.06,1.95,BASE
793,2024-02-01,2,3,1,1,44289.49,1.60,PROJECT
794,2024-02-01,2,3,2,1,50575.73,2.40,PROJECT
795,2024-02-01,2,3,3,1,54711.97,2.45,PROJECT
796,2024-02-01,2,3,4,1,60323.21,2.20,BASE
797,2024-02-01,2,3,5,1,66459.45,2.95,BASE
798,2024-02-01,2,3,6,1,71320.69,3.40,TREND
799,2024-02-01,2,3,7,1,77856.93,1.65,TREND
800,2024-02-01,2,3,8,1,82468.17,3.65,SEASONAL
801,2024-02-01,2,3,9,1,89204.41,3.30,SEASONAL
802,2024-02-01,2,3,10,1,52955.37,2.90,BASE
803,2024-02-01,2,3,11,1,56979.65,1.35,PROJECT
804,2024-02-01,2,3,12,1,59903.93,2.25,SEASONAL
805,2024-02-01,2,3,13,1,62403.21,2.30,PROJECT
806,2024-02-01,2,3,14,1,66752.49,2.35,PROJECT
807,2024-02-01,2,3,15,1,69801.77,3.70,PROJECT
808,2024-02-01,2,3,16,1,72401.05,2.40,TREND
809,2024-02-01,2,3,17,1,75975.33,2.95,SEASONAL
810,2024-02-01,2,3,18,1,78649.61,1.95,TREND
811,2024-02-01,2,3,19,1,61892.92,3.15,BASE
812,2024-02-01,2,3,20,1,63829.88,3.15,PROJECT
813,2024-02-01,2,3,21,1,66616.84,2.50,BASE
814,2024-02-01,2,3,22,1,68803.80,3.35,BASE
815,2024-02-01,2,3,23,1,71690.76,1.85,TREND
816,2024-02-01,2,3,24,1,74127.72,3.65,BASE
817,2024-02-01,2,3,25,1,75389.68,2.05,BASE
818,2024-02-01,2,3,26,1,77401.64,1.60,BASE
819,2024-02-01,2,3,27,1,80838.60,2.45,SEASONAL
820,2024-02-01,2,3,28,1,62512.92,2.05,BASE
821,2024-02-01,2,3,29,1,64084.39,2.10,BASE
822,2024-02-01,2,3,30,1,66380.86,2.95,SEASONAL
823,2024-02-01,2,3,31,1,68002.33,1.40,PROJECT
824,2024-02-01,2,3,32,1,68473.80,3.20,BASE
825,2024-02-01,2,3,33,1,71145.27,2.85,BASE
826,2024-02-01,2,3,34,1,72866.74,3.30,TREND
827,2024-02-01,2,3,35,1,73738.21,3.50,PROJECT
828,2024-02-01,2,3,36,1,75684.68,1.90,SEASONAL
829,2024-02-01,2,4,1,1,44737.97,3.10,SEASONAL
830,2024-02-01,2,4,2,1,50799.21,1.85,PROJECT
831,2024-02-01,2,4,3,1,56160.45,1.65,PROJECT
832,2024-02-01,2,4,4,1,61221.69,2.60,BASE
833,2024-02-01,2,4,5,1,65982.93,1.70,SEASONAL
834,2024-02-01,2,4,6,1,72469.17,1.65,SEASONAL
835,2024-02-01,2,4,7,1,77730.41,3.60,PROJECT
836,2024-02-01,2,4,8,1,83766.65,3.30,TREND
837,2024-02-01,2,4,9,1,88102.89,1.75,SEASONAL
838,2024-02-01,2,4,10,1,53822.36,2.30,PROJECT
839,2024-02-01,2,4,11,1,56621.64,3.15,BASE
840,2024-02-01,2,4,12,1,60195.92,1.60,SEASONAL
841,2024-02-01,2,4,13,1,63145.20,3.15,PROJECT
842,2024-02-01,2,4,14,1,66419.48,3.60,BASE
843,2024-02-01,2,4,15,1,69243.76,3.70,SEASONAL
844,2024-02-01,2,4,16,1,72318.04,2.70,BASE
845,2024-02-01,2,4,17,1,75242.32,3.50,TREND
846,2024-02-01,2,4,18,1,79791.60,2.15,PROJECT
847,2024-02-01,2,4,19,1,60924.41,3.10,PROJECT
848,2024-02-01,2,4,20,1,64286.37,2.10,BASE
849,2024-02-01,2,4,21,1,66748.33,1.35,SEASONAL
850,2024-02-01,2,4,22,1,68235.29,3.35,PROJECT
851,2024-02-01,2,4,23,1,71772.25,2.70,SEASONAL
852,2024-02-01,2,4,24,1,74184.21,3.45,SEASONAL
853,2024-02-01,2,4,25,1,75296.17,1.60,TREND
854,2024-02-01,2,4,26,1,77483.13,2.85,BASE
855,2024-02-01,2,4,27,1,80795.09,2.35,BASE
856,2024-02-01,2,4,28,1,62636.54,3.15,SEASONAL
857,2024-02-01,2,4,29,1,64658.01,1.80,TREND
858,2024-02-01,2,4,30,1,64904.48,3.10,SEASONAL
859,2024-02-01,2,4,31,1,68100.95,1.80,BASE
860,2024-02-01,2,4,32,1,69897.42,2.05,SEASONAL
861,2024-02-01,2,4,33,1,70468.89,2.95,PROJECT
862,2024-02-01,2,4,34,1,72690.36,3.05,TREND
863,2024-02-01,2,4,35,1,75211.83,2.55,SEASONAL
864,2024-02-01,2,4,36,1,76883.30,3.45,TREND
865,2024-02-01,3,5,1,1,39099.07,3.20,TREND
866,2024-02-01,3,5,2,1,45072.95,1.95,SEASONAL
867,2024-02-01,3,5,3,1,49646.83,3.95,PROJECT
868,2024-02-01,3,5,4,1,54370.71,3.80,SEASONAL
869,2024-02-01,3,5,5,1,59719.59,2.05,BASE
870,2024-02-01,3,5,6,1,64543.47,2.30,TREND
871,2024-02-01,3,5,7,1,68467.35,1.85,BASE
872,2024-02-01,3,5,8,1,74241.23,2.45,SEASONAL
873,2024-02-01,3,5,9,1,78865.11,3.70,TREND
874,2024-02-01,3,5,10,1,47654.42,2.60,PROJECT
875,2024-02-01,3,5,11,1,50178.78,2.40,TREND
876,2024-02-01,3,5,12,1,52753.14,3.25,PROJECT
877,2024-02-01,3,5,13,1,57102.50,3.50,TREND
878,2024-02-01,3,5,14,1,59051.86,2.05,BASE
879,2024-02-01,3,5,15,1,62151.22,2.95,BASE
880,2024-02-01,3,5,16,1,65250.58,3.15,BASE
881,2024-02-01,3,5,17,1,67724.94,1.85,BASE
882,2024-02-01,3,5,18,1,70299.30,3.55,PROJECT
883,2024-02-01,3,5,19,1,54805.25,3.60,BASE
884,2024-02-01,3,5,20,1,56379.77,3.80,PROJECT
885,2024-02-01,3,5,21,1,58554.29,3.25,BASE
886,2024-02-01,3,5,22,1,61553.81,3.90,TREND
887,2024-02-01,3,5,23,1,63978.33,4.05,TREND
888,2024-02-01,3,5,24,1,65977.85,3.70,BASE
889,2024-02-01,3,5,25,1,66652.37,3.75,PROJECT
890,2024-02-01,3,5,26,1,69426.89,3.30,PROJECT
891,2024-02-01,3,5,27,1,71101.41,2.15,TREND
892,2024-02-01,3,5,28,1,54875.70,2.00,PROJECT
