BudgetKey,Date,DepartmentKey,AccountKey,ScenarioKey,BudgetAmount,BudgetFTE
580,2024-02-01,7,4,2,44631.00,2.05
581,2024-02-01,7,5,2,47301.00,2.55
582,2024-02-01,7,6,2,51171.00,3.20
583,2024-02-01,7,7,2,53191.00,2.15
584,2024-02-01,7,8,2,56361.00,2.05
585,2024-02-01,7,9,2,60206.00,1.90
586,2024-02-01,7,10,2,37953.00,2.20
587,2024-02-01,7,11,2,39288.00,3.35
588,2024-02-01,7,12,2,41723.00,2.50
589,2024-02-01,7,13,2,42558.00,1.90
590,2024-02-01,7,14,2,45543.00,2.65
591,2024-02-01,7,15,2,47328.00,2.50
592,2024-02-01,7,16,2,48913.00,2.35
593,2024-02-01,7,17,2,50848.00,2.60
594,2024-02-01,7,18,2,52983.00,3.40
595,2024-02-01,7,19,2,40970.80,1.90
596,2024-02-01,7,20,2,42336.80,2.45
597,2024-02-01,7,21,2,43927.80,3.15
598,2024-02-01,7,22,2,46043.80,2.80
599,2024-02-01,7,23,2,47259.80,2.55
600,2024-02-01,7,24,2,48250.80,2.70
601,2024-02-01,7,25,2,49866.80,1.95
602,2024-02-01,7,26,2,51557.80,2.60
603,2024-02-01,7,27,2,52673.80,2.90
604,2024-02-01,7,28,2,43975.60,2.40
605,2024-02-01,7,29,2,44827.60,2.00
606,2024-02-01,7,30,2,46954.60,3.40
607,2024-02-01,7,31,2,47131.60,3.20
608,2024-02-01,7,32,2,48458.60,1.85
609,2024-02-01,7,33,2,49285.60,2.50
610,2024-02-01,7,34,2,50762.60,2.75
611,2024-02-01,7,35,2,52464.60,3.35
612,2024-02-01,7,36,2,53616.60,3.40
613,2024-02-01,8,1,2,35314.00,2.65
614,2024-02-01,8,2,2,39034.00,2.55
615,2024-02-01,8,3,2,42004.00,2.30
616,2024-02-01,8,4,2,44799.00,2.25
617,2024-02-01,8,5,2,48419.00,3.55
618,2024-02-01,8,6,2,51264.00,3.60
619,2024-02-01,8,7,2,54609.00,2.55
620,2024-02-01,8,8,2,57654.00,2.50
621,2024-02-01,8,9,2,60124.00,3.05
622,2024-02-01,8,10,2,37882.00,3.95
623,2024-02-01,8,11,2,39192.00,3.90
624,2024-02-01,8,12,2,41127.00,2.25
625,2024-02-01,8,13,2,44087.00,2.85
626,2024-02-01,8,14,2,45897.00,3.55
627,2024-02-01,8,15,2,46607.00,3.60
628,2024-02-01,8,16,2,49592.00,3.10
629,2024-02-01,8,17,2,50552.00,2.25
630,2024-02-01,8,18,2,52812.00,2.50
631,2024-02-01,8,19,2,42208.20,3.10
632,2024-02-01,8,20,2,42649.20,2.55
633,2024-02-01,8,21,2,44440.20,3.45
634,2024-02-01,8,22,2,45806.20,3.45
635,2024-02-01,8,23,2,46747.20,3.20
636,2024-02-01,8,24,2,48238.20,2.15
637,2024-02-01,8,25,2,50629.20,3.95
638,2024-02-01,8,26,2,51020.20,2.55
639,2024-02-01,8,27,2,52911.20,2.30
640,2024-02-01,8,28,2,44273.40,3.45
641,2024-02-01,8,29,2,44750.40,2.30
642,2024-02-01,8,30,2,46202.40,2.25
643,2024-02-01,8,31,2,47179.40,2.45
644,2024-02-01,8,32,2,49256.40,3.95
645,2024-02-01,8,33,2,50283.40,2.45
646,2024-02-01,8,34,2,51060.40,3.60
647,2024-02-01,8,35,2,51612.40,2.25
648,2024-02-01,8,36,2,52914.40,2.85
649,2024-02-01,9,1,2,36407.00,4.10
650,2024-02-01,9,2,2,39527.00,2.85
651,2024-02-01,9,3,2,42747.00,4.25
652,2024-02-01,9,4,2,45617.00,4.35
653,2024-02-01,9,5,2,48712.00,3.80
654,2024-02-01,9,6,2,51882.00,3.95
655,2024-02-01,9,7,2,55177.00,3.10
656,2024-02-01,9,8,2,57647.00,4.15
657,2024-02-01,9,9,2,60817.00,4.00
658,2024-02-01,9,10,2,38161.00,3.35
659,2024-02-01,9,11,2,40271.00,4.30
660,2024-02-01,9,12,2,42106.00,3.35
661,2024-02-01,9,13,2,44016.00,2.60
662,2024-02-01,9,14,2,44951.00,2.85
663,2024-02-01,9,15,2,47511.00,4.25
664,2024-02-01,9,16,2,49546.00,3.25
665,2024-02-01,9,17,2,51781.00,3.45
666,2024-02-01,9,18,2,53241.00,4.40
667,2024-02-01,9,19,2,42295.60,2.85
668,2024-02-01,9,20,2,43636.60,2.80
669,2024-02-01,9,21,2,44477.60,3.80
670,2024-02-01,9,22,2,46668.60,3.05
671,2024-02-01,9,23,2,47559.60,3.95
672,2024-02-01,9,24,2,48375.60,3.15
673,2024-02-01,9,25,2,50741.60,2.90
674,2024-02-01,9,26,2,52132.60,2.60
675,2024-02-01,9,27,2,53023.60,2.75
676,2024-02-01,9,28,2,44171.20,3.90
677,2024-02-01,9,29,2,45348.20,3.35
678,2024-02-01,9,30,2,46700.20,3.25
679,2024-02-01,9,31,2,47827.20,2.75
680,2024-02-01,9,32,2,49029.20,4.35
681,2024-02-01,9,33,2,50356.20,4.25
682,2024-02-01,9,34,2,50833.20,2.75
683,2024-02-01,9,35,2,52910.20,4.00
684,2024-02-01,9,36,2,53862.20,3.45
685,2024-02-01,10,1,2,36125.00,0.85
686,2024-02-01,10,2,2,39495.00,1.60
687,2024-02-01,10,3,2,42215.00,1.95
688,2024-02-01,10,4,2,46335.00,1.55
689,2024-02-01,10,5,2,48830.00,1.20
690,2024-02-01,10,6,2,52375.00,2.50
691,2024-02-01,10,7,2,55670.00,1.55
692,2024-02-01,10,8,2,58890.00,1.95
693,2024-02-01,10,9,2,61610.00,2.30
694,2024-02-01,10,10,2,39015.00,2.30
695,2024-02-01,10,11,2,40350.00,2.30
696,2024-02-01,10,12,2,42460.00,1.95
697,2024-02-01,10,13,2,44395.00,1.65
698,2024-02-01,10,14,2,45655.00,2.15
699,2024-02-01,10,15,2,47390.00,1.80
700,2024-02-01,10,16,2,49725.00,2.45
701,2024-02-01,10,17,2,50935.00,0.85
702,2024-02-01,10,18,2,52820.00,2.20
703,2024-02-01,10,19,2,42108.00,1.80
704,2024-02-01,10,20,2,43749.00,1.05
705,2024-02-01,10,21,2,44890.00,1.70
706,2024-02-01,10,22,2,46756.00,2.20
707,2024-02-01,10,23,2,47222.00,2.35
708,2024-02-01,10,24,2,49463.00,1.95
709,2024-02-01,10,25,2,49879.00,2.35
710,2024-02-01,10,26,2,52420.00,1.95
711,2024-02-01,10,27,2,53511.00,1.95
712,2024-02-01,10,28,2,44294.00,1.80
713,2024-02-01,10,29,2,45371.00,2.00
714,2024-02-01,10,30,2,47023.00,0.80
715,2024-02-01,10,31,2,48600.00,0.85
716,2024-02-01,10,32,2,48977.00,1.25
717,2024-02-01,10,33,2,50579.00,2.15
718,2024-02-01,10,34,2,50956.00,2.10
719,2024-02-01,10,35,2,52158.00,2.40
720,2024-02-01,10,36,2,54360.00,2.40
721,2024-03-01,1,1,2,31863.00,1.85
722,2024-03-01,1,2,2,35958.00,3.05
723,2024-03-01,1,3,2,38003.00,2.30
724,2024-03-01,1,4,2,41473.00,1.55
725,2024-03-01,1,5,2,45293.00,2.15
726,2024-03-01,1,6,2,47388.00,2.65
727,2024-03-01,1,7,2,50908.00,2.00
728,2024-03-01,1,8,2,53528.00,2.15
729,2024-03-01,1,9,2,57448.00,2.85
730,2024-03-01,1,10,2,36529.00,1.90
731,2024-03-01,1,11,2,38164.00,2.30
732,2024-03-01,1,12,2,40124.00,2.05
733,2024-03-01,1,13,2,41409.00,2.90
734,2024-03-01,1,14,2,43194.00,2.00
735,2024-03-01,1,15,2,45504.00,2.30
736,2024-03-01,1,16,2,47014.00,2.25
737,2024-03-01,1,17,2,49474.00,2.35
738,2024-03-01,1,18,2,50634.00,1.30
739,2024-03-01,1,19,2,40721.40,1.50
740,2024-03-01,1,20,2,42112.40,1.60
741,2024-03-01,1,21,2,42728.40,2.15
742,2024-03-01,1,22,2,44169.40,1.40
743,2024-03-01,1,23,2,45610.40,1.50
744,2024-03-01,1,24,2,46551.40,3.05
745,2024-03-01,1,25,2,48617.40,1.25
746,2024-03-01,1,26,2,50183.40,2.20
747,2024-03-01,1,27,2,51299.40,2.90
748,2024-03-01,1,28,2,42963.80,2.90
749,2024-03-01,1,29,2,44715.80,1.55
750,2024-03-01,1,30,2,45167.80,1.55
751,2024-03-01,1,31,2,46494.80,1.65
752,2024-03-01,1,32,2,48121.80,1.85
753,2024-03-01,1,33,2,48948.80,2.85
754,2024-03-01,1,34,2,49725.80,2.30
755,2024-03-01,1,35,2,50977.80,2.45
756,2024-03-01,1,36,2,52279.80,1.30
757,2024-03-01,2,1,2,32431.00,2.15
758,2024-03-01,2,2,2,35901.00,1.80
759,2024-03-01,2,3,2,39421.00,2.20
760,2024-03-01,2,4,2,41966.00,3.35
761,2024-03-01,2,5,2,45111.00,2.35
762,2024-03-01,2,6,2,48356.00,2.05
763,2024-03-01,2,7,2,51201.00,3.05
764,2024-03-01,2,8,2,55096.00,2.80
765,2024-03-01,2,9,2,57141.00,1.75
766,2024-03-01,2,10,2,36783.00,2.35
767,2024-03-01,2,11,2,37568.00,3.10
768,2024-03-01,2,12,2,39378.00,2.85
769,2024-03-01,2,13,2,42313.00,1.90
770,2024-03-01,2,14,2,43573.00,2.60
771,2024-03-01,2,15,2,45933.00,2.90
772,2024-03-01,2,16,2,47043.00,1.75
773,2024-03-01,2,17,2,49203.00,2.10
774,2024-03-01,2,18,2,51638.00,2.65
775,2024-03-01,2,19,2,40258.80,3.50
776,2024-03-01,2,20,2,42349.80,2.70
777,2024-03-01,2,21,2,43690.80,3.00
778,2024-03-01,2,22,2,45156.80,3.20
779,2024-03-01,2,23,2,46297.80,2.55
780,2024-03-01,2,24,2,47163.80,1.75
781,2024-03-01,2,25,2,49129.80,2.65
782,2024-03-01,2,26,2,50620.80,2.75
783,2024-03-01,2,27,2,51686.80,2.85
784,2024-03-01,2,28,2,42836.60,3.10
785,2024-03-01,2,29,2,44238.60,3.30
786,2024-03-01,2,30,2,45940.60,3.15
787,2024-03-01,2,31,2,46492.60,2.65
788,2024-03-01,2,32,2,47769.60,2.85
789,2024-03-01,2,33,2,48721.60,1.85
790,2024-03-01,2,34,2,49873.60,2.60
791,2024-03-01,2,35,2,50775.60,2.75
792,2024-03-01,2,36,2,52377.60,2.25
793,2024-03-01,3,1,2,32574.00,2.30
794,2024-03-01,3,2,2,36094.00,3.00
795,2024-03-01,3,3,2,38939.00,2.30
796,2024-03-01,3,4,2,42784.00,3.95
797,2024-03-01,3,5,2,45804.00,2.40
798,2024-03-01,3,6,2,48149.00,3.35
799,2024-03-01,3,7,2,51744.00,3.30
800,2024-03-01,3,8,2,54739.00,2.15
801,2024-03-01,3,9,2,58459.00,3.65
802,2024-03-01,3,10,2,35937.00,3.65
803,2024-03-01,3,11,2,37972.00,3.35
804,2024-03-01,3,12,2,40707.00,3.55
805,2024-03-01,3,13,2,41842.00,2.85
806,2024-03-01,3,14,2,44352.00,3.25
807,2024-03-01,3,15,2,45462.00,2.35
808,2024-03-01,3,16,2,47872.00,3.90
809,2024-03-01,3,17,2,49332.00,3.80
810,2024-03-01,3,18,2,51442.00,3.45
811,2024-03-01,3,19,2,39896.20,2.65
812,2024-03-01,3,20,2,41337.20,3.30
813,2024-03-01,3,21,2,43453.20,3.15
814,2024-03-01,3,22,2,44794.20,2.25
815,2024-03-01,3,23,2,45910.20,2.30
816,2024-03-01,3,24,2,48051.20,3.95
817,2024-03-01,3,25,2,49667.20,3.75
818,2024-03-01,3,26,2,49858.20,3.15
819,2024-03-01,3,27,2,51924.20,3.50
820,2024-03-01,3,28,2,43009.40,3.80
821,2024-03-01,3,29,2,44961.40,3.95
822,2024-03-01,3,30,2,45413.40,3.25
823,2024-03-01,3,31,2,46965.40,3.95
824,2024-03-01,3,32,2,47517.40,2.15
825,2024-03-01,3,33,2,49644.40,3.75
826,2024-03-01,3,34,2,50221.40,3.40
827,2024-03-01,3,35,2,51298.40,2.50
828,2024-03-01,3,36,2,53150.40,3.30
829,2024-03-01,4,1,2,33167.00,3.50
830,2024-03-01,4,2,2,36737.00,4.30
831,2024-03-01,4,3,2,39757.00,3.35
832,2024-03-01,4,4,2,43377.00,3.60
833,2024-03-01,4,5,2,46522.00,3.60
834,2024-03-01,4,6,2,48992.00,4.30
835,2024-03-01,4,7,2,52912.00,3.75
836,2024-03-01,4,8,2,55607.00,2.90
837,2024-03-01,4,9,2,58102.00,3.60
838,2024-03-01,4,10,2,37241.00,2.85
839,2024-03-01,4,11,2,39126.00,3.75
840,2024-03-01,4,12,2,40086.00,4.30
841,2024-03-01,4,13,2,42621.00,4.25
842,2024-03-01,4,14,2,44806.00,3.70
843,2024-03-01,4,15,2,46391.00,4.40
844,2024-03-01,4,16,2,47826.00,4.15
845,2024-03-01,4,17,2,49586.00,4.35
846,2024-03-01,4,18,2,51396.00,3.05
847,2024-03-01,4,19,2,40208.60,3.00
848,2024-03-01,4,20,2,42274.60,3.55
849,2024-03-01,4,21,2,43115.60,4.30
850,2024-03-01,4,22,2,45181.60,4.25
851,2024-03-01,4,23,2,47047.60,3.55
852,2024-03-01,4,24,2,48013.60,3.95
853,2024-03-01,4,25,2,48704.60,4.25
854,2024-03-01,4,26,2,50145.60,4.10
855,2024-03-01,4,27,2,52036.60,3.85
856,2024-03-01,4,28,2,43032.20,4.15
857,2024-03-01,4,29,2,44084.20,4.35
858,2024-03-01,4,30,2,46436.20,3.30
859,2024-03-01,4,31,2,47463.20,3.55
860,2024-03-01,4,32,2,47715.20,4.00
861,2024-03-01,4,33,2,49192.20,4.20
862,2024-03-01,4,34,2,50719.20,3.00
863,2024-03-01,4,35,2,51571.20,4.15
864,2024-03-01,4,36,2,52923.20,3.30
865,2024-03-01,5,1,2,33860.00,1.05
866,2024-03-01,5,2,2,37055.00,1.90
867,2024-03-01,5,3,2,40625.00,1.10
868,2024-03-01,5,4,2,43620.00,2.45
869,2024-03-01,5,5,2,47115.00,2.50
870,2024-03-01,5,6,2,49635.00,1.85
871,2024-03-01,5,7,2,52755.00,1.15
872,2024-03-01,5,8,2,55250.00,2.00
873,2024-03-01,5,9,2,58670.00,1.00
874,2024-03-01,5,10,2,36870.00,1.65
875,2024-03-01,5,11,2,39030.00,2.40
876,2024-03-01,5,12,2,40565.00,1.15
877,2024-03-01,5,13,2,43125.00,0.90
878,2024-03-01,5,14,2,45010.00,2.50
879,2024-03-01,5,15,2,46495.00,0.90
880,2024-03-01,5,16,2,48755.00,1.75
881,2024-03-01,5,17,2,49690.00,2.60
882,2024-03-01,5,18,2,51875.00,2.45
883,2024-03-01,5,19,2,41071.00,2.30
884,2024-03-01,5,20,2,42962.00,1.30
885,2024-03-01,5,21,2,43553.00,0.95
886,2024-03-01,5,22,2,44844.00,2.25
887,2024-03-01,5,23,2,47085.00,2.30
888,2024-03-01,5,24,2,48426.00,2.40
889,2024-03-01,5,25,2,49117.00,1.85
890,2024-03-01,5,26,2,51083.00,2.15
891,2024-03-01,5,27,2,52524.00,1.65
892,2024-03-01,5,28,2,43455.00,1.90
893,2024-03-01,5,29,2,44357.00,2.10
894,2024-03-01,5,30,2,46359.00,1.00
895,2024-03-01,5,31,2,46611.00,1.35
896,2024-03-01,5,32,2,48663.00,2.40
897,2024-03-01,5,33,2,49790.00,1.25
898,2024-03-01,5,34,2,50467.00,1.95
899,2024-03-01,5,35,2,51594.00,0.80
900,2024-03-01,5,36,2,53221.00,2.60
901,2024-03-01,6,1,2,33928.00,1.85
902,2024-03-01,6,2,2,37548.00,2.50
903,2024-03-01,6,3,2,41043.00,2.90
904,2024-03-01,6,4,2,44338.00,2.90
905,2024-03-01,6,5,2,46908.00,1.80
906,2024-03-01,6,6,2,49978.00,1.50
907,2024-03-01,6,7,2,53773.00,2.70
908,2024-03-01,6,8,2,56568.00,2.40
909,2024-03-01,6,9,2,59488.00,1.55
910,2024-03-01,6,10,2,36724.00,2.80
911,2024-03-01,6,11,2,38759.00,1.90
912,2024-03-01,6,12,2,40594.00,2.50
913,2024-03-01,6,13,2,43154.00,2.45
914,2024-03-01,6,14,2,44214.00,1.40
915,2024-03-01,6,15,2,47099.00,1.35
916,2024-03-01,6,16,2,48209.00,1.40
917,2024-03-01,6,17,2,50644.00,2.00
918,2024-03-01,6,18,2,52304.00,1.45
919,2024-03-01,6,19,2,40883.40,1.60
920,2024-03-01,6,20,2,42599.40,3.05
921,2024-03-01,6,21,2,43640.40,1.50
922,2024-03-01,6,22,2,45531.40,1.30
923,2024-03-01,6,23,2,46847.40,1.45
924,2024-03-01,6,24,2,47988.40,1.45
925,2024-03-01,6,25,2,50154.40,2.30
926,2024-03-01,6,26,2,51445.40,3.05
927,2024-03-01,6,27,2,51861.40,1.50
928,2024-03-01,6,28,2,44052.80,1.40
929,2024-03-01,6,29,2,44529.80,1.80
930,2024-03-01,6,30,2,46156.80,1.45
931,2024-03-01,6,31,2,46783.80,1.40
932,2024-03-01,6,32,2,47835.80,2.05
933,2024-03-01,6,33,2,49487.80,2.65
934,2024-03-01,6,34,2,50889.80,2.00
935,2024-03-01,6,35,2,52341.80,1.70
936,2024-03-01,6,36,2,53493.80,2.50
937,2024-03-01,7,1,2,34546.00,3.35
938,2024-03-01,7,2,2,38716.00,3.30
939,2024-03-01,7,3,2,41336.00,2.55
940,2024-03-01,7,4,2,43981.00,1.70
941,2024-03-01,7,5,2,47251.00,2.05
942,2024-03-01,7,6,2,50496.00,2.20
943,2024-03-01,7,7,2,53641.00,2.60
944,2024-03-01,7,8,2,57011.00,2.40
945,2024-03-01,7,9,2,60331.00,2.70
946,2024-03-01,7,10,2,38203.00,2.65
947,2024-03-01,7,11,2,39263.00,2.55
948,2024-03-01,7,12,2,41498.00,1.95
949,2024-03-01,7,13,2,43358.00,2.05
950,2024-03-01,7,14,2,45443.00,2.00
951,2024-03-01,7,15,2,47228.00,2.00
952,2024-03-01,7,16,2,49263.00,3.15
953,2024-03-01,7,17,2,51173.00,2.80
954,2024-03-01,7,18,2,52458.00,2.65
955,2024-03-01,7,19,2,41470.80,3.20
956,2024-03-01,7,20,2,42786.80,2.65
957,2024-03-01,7,21,2,44227.80,3.25
958,2024-03-01,7,22,2,46243.80,2.60
959,2024-03-01,7,23,2,47134.80,2.60
960,2024-03-01,7,24,2,48850.80,3.20
961,2024-03-01,7,25,2,49866.80,3.35
962,2024-03-01,7,26,2,51807.80,2.45
963,2024-03-01,7,27,2,52723.80,1.80
964,2024-03-01,7,28,2,44575.60,1.70
965,2024-03-01,7,29,2,45177.60,2.90
966,2024-03-01,7,30,2,46529.60,2.20
967,2024-03-01,7,31,2,47556.60,1.85
968,2024-03-01,7,32,2,49233.60,2.30
969,2024-03-01,7,33,2,49785.60,3.00
970,2024-03-01,7,34,2,50387.60,2.75
971,2024-03-01,7,35,2,52714.60,1.85
972,2024-03-01,7,36,2,53766.60,3.00
973,2024-03-01,8,1,2,35589.00,3.60
974,2024-03-01,8,2,2,39034.00,3.65
975,2024-03-01,8,3,2,41879.00,3.55
976,2024-03-01,8,4,2,44174.00,3.55
977,2024-03-01,8,5,2,47769.00,3.25
978,2024-03-01,8,6,2,51689.00,2.85
979,2024-03-01,8,7,2,54634.00,3.00
980,2024-03-01,8,8,2,56854.00,2.60
981,2024-03-01,8,9,2,59974.00,3.25
982,2024-03-01,8,10,2,37932.00,2.40
983,2024-03-01,8,11,2,40117.00,3.45
984,2024-03-01,8,12,2,41302.00,3.25
985,2024-03-01,8,13,2,42987.00,2.75
986,2024-03-01,8,14,2,45772.00,3.05
987,2024-03-01,8,15,2,46982.00,3.80
988,2024-03-01,8,16,2,48467.00,2.95
989,2024-03-01,8,17,2,51252.00,2.70
990,2024-03-01,8,18,2,52512.00,2.20
991,2024-03-01,8,19,2,41258.20,2.95
992,2024-03-01,8,20,2,42549.20,3.35
993,2024-03-01,8,21,2,44915.20,3.20
994,2024-03-01,8,22,2,45356.20,3.95
995,2024-03-01,8,23,2,46747.20,2.30
996,2024-03-01,8,24,2,48988.20,2.90
997,2024-03-01,8,25,2,50179.20,2.60
998,2024-03-01,8,26,2,51695.20,3.50
999,2024-03-01,8,27,2,52711.20,3.10
1000,2024-03-01,8,28,2,43723.40,3.15
1001,2024-03-01,8,29,2,44850.40,2.45
1002,2024-03-01,8,30,2,46452.40,2.55
1003,2024-03-01,8,31,2,47529.40,2.30
1004,2024-03-01,8,32,2,48581.40,3.10
1005,2024-03-01,8,33,2,49583.40,3.75
1006,2024-03-01,8,34,2,51360.40,2.85
1007,2024-03-01,8,35,2,52762.40,2.25
1008,2024-03-01,8,36,2,53314.40,3.15
1009,2024-03-01,9,1,2,36132.00,2.80
1010,2024-03-01,9,2,2,39327.00,4.15
1011,2024-03-01,9,3,2,42272.00,3.35
1012,2024-03-01,9,4,2,44842.00,4.10
1013,2024-03-01,9,5,2,48837.00,2.90
1014,2024-03-01,9,6,2,52057.00,3.40
1015,2024-03-01,9,7,2,54927.00,3.55
1016,2024-03-01,9,8,2,58247.00,3.30
1017,2024-03-01,9,9,2,60792.00,3.10
1018,2024-03-01,9,10,2,38786.00,2.80
1019,2024-03-01,9,11,2,40121.00,4.35
1020,2024-03-01,9,12,2,42381.00,3.95
1021,2024-03-01,9,13,2,43816.00,3.65
1022,2024-03-01,9,14,2,45601.00,3.90
1023,2024-03-01,9,15,2,46961.00,3.50
1024,2024-03-01,9,16,2,49571.00,2.85
1025,2024-03-01,9,17,2,51431.00,4.25
1026,2024-03-01,9,18,2,52816.00,4.00
1027,2024-03-01,9,19,2,42145.60,4.25
1028,2024-03-01,9,20,2,43586.60,4.10
1029,2024-03-01,9,21,2,44752.60,3.25
1030,2024-03-01,9,22,2,46093.60,3.90
1031,2024-03-01,9,23,2,47059.60,3.30
1032,2024-03-01,9,24,2,49475.60,2.75
1033,2024-03-01,9,25,2,49716.60,4.15
1034,2024-03-01,9,26,2,51157.60,3.65
1035,2024-03-01,9,27,2,52898.60,3.55
1036,2024-03-01,9,28,2,44696.20,3.65
1037,2024-03-01,9,29,2,44873.20,3.60
1038,2024-03-01,9,30,2,46225.20,2.80
1039,2024-03-01,9,31,2,47927.20,3.50
1040,2024-03-01,9,32,2,49579.20,3.95
1041,2024-03-01,9,33,2,49981.20,3.35
1042,2024-03-01,9,34,2,51433.20,3.35
1043,2024-03-01,9,35,2,52710.20,2.85
1044,2024-03-01,9,36,2,53037.20,3.60
1045,2024-03-01,10,1,2,36625.00,1.40
1046,2024-03-01,10,2,2,39295.00,1.15
1047,2024-03-01,10,3,2,43040.00,0.80
1048,2024-03-01,10,4,2,46010.00,1.60
1049,2024-03-01,10,5,2,48305.00,2.45
1050,2024-03-01,10,6,2,51900.00,1.60
1051,2024-03-01,10,7,2,55395.00,1.10
1052,2024-03-01,10,8,2,58115.00,2.55
1053,2024-03-01,10,9,2,61135.00,0.85
1054,2024-03-01,10,10,2,38490.00,1.75
1055,2024-03-01,10,11,2,40350.00,1.55
1056,2024-03-01,10,12,2,42360.00,0.90
1057,2024-03-01,10,13,2,44370.00,1.85
1058,2024-03-01,10,14,2,45930.00,1.25
1059,2024-03-01,10,15,2,48315.00,1.25
1060,2024-03-01,10,16,2,49975.00,0.85
1061,2024-03-01,10,17,2,51360.00,1.45
1062,2024-03-01,10,18,2,53470.00,2.40
1063,2024-03-01,10,19,2,41408.00,0.80
1064,2024-03-01,10,20,2,42974.00,2.45
1065,2024-03-01,10,21,2,44540.00,1.15
1066,2024-03-01,10,22,2,46431.00,1.75
1067,2024-03-01,10,23,2,47997.00,2.00
1068,2024-03-01,10,24,2,49313.00,0.85
1069,2024-03-01,10,25,2,50279.00,2.50
1070,2024-03-01,10,26,2,51270.00,2.60
1071,2024-03-01,10,27,2,53936.00,1.85
1072,2024-03-01,10,28,2,43994.00,2.15
1073,2024-03-01,10,29,2,46096.00,1.70
1074,2024-03-01,10,30,2,46823.00,2.30
1075,2024-03-01,10,31,2,48525.00,2.35
1076,2024-03-01,10,32,2,48652.00,1.95
1077,2024-03-01,10,33,2,50679.00,1.50
1078,2024-03-01,10,34,2,51956.00,1.15
1079,2024-03-01,10,35,2,53258.00,2.05
1080,2024-03-01,10,36,2,54010.00,2.05
1081,2024-04-01,1,1,2,32463.00,1.85
1082,2024-04-01,1,2,2,34758.00,1.85
1083,2024-04-01,1,3,2,38178.00,2.20
1084,2024-04-01,1,4,2,41098.00,2.40
1085,2024-04-01,1,5,2,44593.00,2.60
1086,2024-04-01,1,6,2,47538.00,1.30
1087,2024-04-01,1,7,2,50683.00,2.90
1088,2024-04-01,1,8,2,54078.00,1.30
1089,2024-04-01,1,9,2,57623.00,1.50
1090,2024-04-01,1,10,2,35679.00,1.40
1091,2024-04-01,1,11,2,37339.00,2.40
1092,2024-04-01,1,12,2,40249.00,2.50
1093,2024-04-01,1,13,2,40859.00,1.80
1094,2024-04-01,1,14,2,43719.00,1.95
1095,2024-04-01,1,15,2,44779.00,1.55
1096,2024-04-01,1,16,2,47414.00,2.90
1097,2024-04-01,1,17,2,49599.00,2.20
1098,2024-04-01,1,18,2,51284.00,1.45
1099,2024-04-01,1,19,2,39946.40,2.15
1100,2024-04-01,1,20,2,41712.40,2.65
1101,2024-04-01,1,21,2,43378.40,3.00
1102,2024-04-01,1,22,2,43794.40,2.00
1103,2024-04-01,1,23,2,45535.40,1.45
1104,2024-04-01,1,24,2,47401.40,1.85
1105,2024-04-01,1,25,2,48542.40,2.80
1106,2024-04-01,1,26,2,50358.40,1.40
1107,2024-04-01,1,27,2,50924.40,2.55
1108,2024-04-01,1,28,2,42988.80,2.50
1109,2024-04-01,1,29,2,43565.80,3.00
1110,2024-04-01,1,30,2,44642.80,1.30
1111,2024-04-01,1,31,2,47094.80,2.80
1112,2024-04-01,1,32,2,47446.80,2.05
1113,2024-04-01,1,33,2,48623.80,3.05
1114,2024-04-01,1,34,2,50075.80,1.45
1115,2024-04-01,1,35,2,51702.80,2.45
1116,2024-04-01,1,36,2,51779.80,2.60
1117,2024-04-01,2,1,2,32981.00,2.60
1118,2024-04-01,2,2,2,35601.00,1.70
1119,2024-04-01,2,3,2,39171.00,2.45
1120,2024-04-01,2,4,2,42366.00,2.55
1121,2024-04-01,2,5,2,45036.00,2.85
1122,2024-04-01,2,6,2,48581.00,1.80
1123,2024-04-01,2,7,2,51176.00,3.35
1124,2024-04-01,2,8,2,55146.00,2.10
1125,2024-04-01,2,9,2,57891.00,3.25
1126,2024-04-01,2,10,2,35558.00,2.35
1127,2024-04-01,2,11,2,38318.00,2.65
1128,2024-04-01,2,12,2,39503.00,2.65
1129,2024-04-01,2,13,2,42038.00,2.00
1130,2024-04-01,2,14,2,44223.00,1.75
1131,2024-04-01,2,15,2,44883.00,2.20
1132,2024-04-01,2,16,2,47843.00,2.10
1133,2024-04-01,2,17,2,49553.00,2.85
1134,2024-04-01,2,18,2,50513.00,2.55
1135,2024-04-01,2,19,2,40258.80,3.25
1136,2024-04-01,2,20,2,41649.80,3.40
1137,2024-04-01,2,21,2,43015.80,3.35
1138,2024-04-01,2,22,2,45131.80,2.90
1139,2024-04-01,2,23,2,46397.80,2.00
1140,2024-04-01,2,24,2,47963.80,1.70
1141,2024-04-01,2,25,2,49004.80,2.60
1142,2024-04-01,2,26,2,50170.80,1.80
1143,2024-04-01,2,27,2,51161.80,2.35
1144,2024-04-01,2,28,2,43786.60,3.45
1145,2024-04-01,2,29,2,43888.60,1.90
1146,2024-04-01,2,30,2,45040.60,2.00
1147,2024-04-01,2,31,2,46217.60,2.30
1148,2024-04-01,2,32,2,47394.60,3.10
1149,2024-04-01,2,33,2,48796.60,2.40
1150,2024-04-01,2,34,2,50548.60,1.90
1151,2024-04-01,2,35,2,51825.60,1.70
1152,2024-04-01,2,36,2,52202.60,2.90
1153,2024-04-01,3,1,2,33474.00,2.45
